handle,title,vendor,product_category,type,tags,published,sku,grams,price,compare_at_price,requires_shipping,taxable,image_src,description,brand,features,material,returns,warranty,product_url
asian-paints-apex-ultima-protek-base-coat-20l-exterior-emulsion,Asian Paints Apex Ultima Protek Base Coat 20L Exterior Emulsion,Better Home,,Exterior Wall Paint,"Asian Paints 20 Ltr Base Coat Apex Ultima Protek Exteriors, asian wall primer 10 ltr price, beige spray paint for metal, berger cement primer 20 litre price, berger walmasta interior and exterior primer, best clear coat for kitchen table, bitumen undercoating, black paint for metal railings, candy apple red with gold flake, cement primer 1 litre price, coating for steel to prevent rust, copper gold spray paint, dark gray paint, distressed wood furniture, dulux quick dry wood primer undercoat, dulux trade water based undercoat, electrolytic chromium coated steel, electrolytic zinc coating, epoxy clear coat for wood, epoxy paint for exterior wood, Exterior Emulsion, Exterior Wall Paint, Exterior Wall Paints, grey wood floor paint, Home Decor, Industrybuying, jotun metal paint, krylon copper spray paint, lanolin car undercoating, low price, matte silver paint, nippon wall primer price, oil based paint, paint net, painting over galvanized steel, painting over zinc plating, polyurethane coatings for metal surfaces, polyurethane spray paint for metal, ralston wall primer, red epoxy paint for metal, rna primer in dna replication, sage green spray paint for metal, silver gloss paint, silver grey spray paint, silver metal flake, stain over chalk paint, stucco paint, sublimation paint for wood, teak epoxy, undercoating your vehicle, uv resistant paint for wood, wall stickering, water resistant coating for wood, waterproof undercoat, wood knot sealer, zinc paint over rust, zinc wall paint price",True,PAEX0026-24652331,0,6820,7157,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/7a05d83a-0926-4f6b-85fd-201f14d3faf6_tinywow_ultima_20basecoat_31277762.webp?v=1695240454,"Apex Ultima Protek is a durable exterior emulsion painting system that's based on nanotechnology
  keeping the walls protected from problems like dampness
  algae
  cracks
  and colour fading
 Superior Cleanability : Better Ease To Clean Rust
  Dirt Streaks And Bird Droppings Ensuring Your Walls Look Fresh For A Longer Period Of Time.
 Effective Waterproofing : The Superlative Waterproofing Capabilities Of The Ultima Protek System Forms An Effective Barrier Against Water Penetration.
 Crack Bridging : Ultima Protek Film Has Significantly Higher Elongation And Comes With Unique Fibre Reinforcement Thereby Offering A Unique Crack Bridging Ability Of Upto 2Mm
 Structural Protection : Ultima Protek System Has Excellent Co2 Diffusion (Carbonation) Resistance & Prevents The Corrosion Of Rebar Within The Concrete Matrix
  Leading To Superior Structural Protection.
 Environmentally Responsible : This Product Not Only Conforms To International Voc Specifications But It Also Contains No Hazardous Materials Like Heavy Metals (Lead
  Mercury
  Arsenic
  Chromium
  Cadmium
  Arsenic) And Toxic Materials (Carcinogen
  Mutagen
  Reproductive Toxins
  Apeos) As Per The Guidelines Laid Out By The International Gs 11 (Green Seal) Standard.",Asian Paints,"Coverage Base Coat: 1st Coat- 30% Dilution 5 - 5.5 sq.m/ltr 
  2nd Coat- Without Dilution 4.5 - 5 sq.m/ltr
 Drying time: Surface dry time 30 minutes
 Sheen levels: Up to 3-16 at 60GH
 Flash point IS101/1987 Part 1
  Sec 6: NA
 Stability of thinned paint: To be used within 24 hours
 Actual coverage may vary from the quoted coverage due to factors such as method and condition of application and surface roughness and porosity. Please ensure to purchase appropriate amount for the job",,Immediately return goods on delivery in case of any damages found.,10 year Durability manufacturer warranty and a 6 year waterproofing manufacturer warranty;Please refer to the Apex Ultima Protek warranty booklet for details;Shelf life: 3 years for Protek Topcoat and 2 years for Protek Basecoat from date of manufacture,https://betterhomeapp.com/products/asian-paints-apex-ultima-protek-base-coat-20l-exterior-emulsion
asian-paints-apex-ultima-protek-top-coat-20l-exterior-emulsion,Asian Paints Apex Ultima Protek Top Coat 20L Exterior Emulsion,Better Home,Uncategorized,Exterior Wall Paint,"asian wall primer 10 ltr price, beige spray paint for metal, berger cement primer 20 litre price, berger walmasta interior and exterior primer, best clear coat for kitchen table, bitumen undercoating, black paint for metal railings, candy apple red with gold flake, cement primer 1 litre price, coating for steel to prevent rust, copper gold spray paint, dark gray paint, distressed wood furniture, dulux quick dry wood primer undercoat, dulux trade water based undercoat, electrolytic chromium coated steel, electrolytic zinc coating, epoxy clear coat for wood, epoxy paint for exterior wood, Exterior Emulsion, Exterior Wall Paint, grey wood floor paint, Home Decor, jotun metal paint, krylon copper spray paint, lanolin car undercoating, matte silver paint, nippon wall primer price, oil based paint, paint net, painting over galvanized steel, painting over zinc plating, polyurethane coatings for metal surfaces, polyurethane spray paint for metal, ralston wall primer, red epoxy paint for metal, rna primer in dna replication, sage green spray paint for metal, silver gloss paint, silver grey spray paint, silver metal flake, stain over chalk paint, stucco paint, sublimation paint for wood, teak epoxy, undercoating your vehicle, uv resistant paint for wood, wall stickering, water resistant coating for wood, waterproof undercoat, wood knot sealer, zinc paint over rust, zinc wall paint price",True,PAEX0025-24652060,0,10500,16204,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/e8d3f4b5-1962-4aee-beae-ff44ea4bfd7b_tinywow_Apex_20ultima_20Protek_20Topcoat.webp?v=1695240445,"A superior exterior paint that will help you bid farewell to dampness
  algae
  cracks
  colour fading and fungus on walls.
 Apex Ultima Protek keeps walls looking vibrant even through the severe weather conditions - rain
  dust or harsh sun
 This advanced exterior paint
  equipped with Lamination Guard and Fibre technology
  comes with a first-of-a-kind ten years performance warranty for topcoat and six years waterproofing warranty for its basecoat.
 Fiber reinforcement that offers crack bridging ability of up to 2 mm.
 Provides walls with a vibrant glow and a luxurious finish.
 Displays superior resistance against dust and other elements.
 Advanced anti-algal formula fights the formation of algae and protects walls from ugly black spots.
 Currently available in more than 1700 shades as per the Asian Paints Colour Spectra.",Asian Paints,"Coverage Top Coat: 2 Coats 
  5 - 6 sq.m/ltr
 Drying time: Surface dry time 30 minutes
 Sheen levels: Up to 3-16 at 60GH
 Flash point IS101/1987 Part 1
  Sec 6: NA
 Stability of thinned paint: To be used within 24 hours
 Actual coverage may vary from the quoted coverage due to factors such as method and condition of application and surface roughness and porosity. Please ensure to purchase appropriate amount for the job",,Immediately return goods on delivery in case of any damages found.,10 year Durability manufacturer warranty and a 6 year waterproofing manufacturer warranty;Please refer to the Apex Ultima Protek warranty booklet for details;Shelf life: 3 years for Protek Topcoat and 2 years for Protek Basecoat from date of manufacture,https://betterhomeapp.com/products/asian-paints-apex-ultima-protek-top-coat-20l-exterior-emulsion
nippon-paint-atom-2-in-1-20l-multi-purpose-emulsion,Nippon Paint Atom 2-IN-1 20L Multi - Purpose Emulsion,Better Home,,Exterior Wall Paint,"aggregate concrete sealer, asian paints wall colours, asian wall primer 10 ltr price, basf construction systems, bedroom wall texture design, berger cement primer 20 litre price, berger walmasta interior and exterior primer, berger water based primer, bitumen undercoating, black sealer, brick varnish, brick waterproofing, cement primer 1 litre price, cloud based construction takeoff, construction industry solutions ltd, construction problems and solutions, dr fixit tile joint filler, dulux duramax undercoat, dulux quick dry wood primer undercoat, dulux trade water based undercoat, exterior joint filler, Exterior Wall Paint, Exterior Wall Paints, exterior wall primer 20 ltr price, grout paint and sealer, heavy equipment rental management software, Home Decor, home painting design, house paint colour, lakshmi construction chemicals, lanolin car undercoating, markchem construction chemicals, masonry sealer paint, master builders concrete admixtures, mdf joint filler, nippon wall primer price, permatex 81730, permatex undercoating, por 15 fuel tank sealer, premolded bituminous joint filler, premolded expansion joint filler, ralston wall primer, rna primer in dna replication, road construction chemicals, smart build construction ltd, stone enhancer sealer, stone floor sealer, trucare primer, undercoating your vehicle, versaflex joint filler, vinyl sealer, waterproof undercoat, wood knot sealer",True,PAEX0010-24648018,0,3840,4336,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/aa6ac9a2-9f7f-4533-bf1c-829a044f6bae_tinywow_a40a9d27-7de8-4f21-836c-7c3d040e1c24_Atom-2017_31279755.webp?v=1695240432,"NIPPON PAINT ATOM 2-IN-1 multi-purpose emulsion is flat and durable paint which makes it ideal for both interior and exterior surfaces.
 Following extensive R&D and by listening to our decorating partners inputs
  this dynamic paint has been developed for maximum performance which is based on acrylic modified emulsion.",Nippon Paint,"2-IN-1 Property
 Low VOC
 Washable / Wipeable
 Can be applied for both interior and exterior walls
 Does not emit harmful polluting gases
 Makes the surface easier to clean
 Maximum performance which is based on
 Acrylic based emulsion
 Environment Friendly
 Trouble free cleaning of walls
 Dilution: 50% by volume with clean
  potable water. Stir well before use. 20-30% by volume with potable water for dark shades.
 Coverage Interior: 16.72-19.51 sq.mt./litre/coat & 9.29-10.22 sq.mt./litre/2 coats Exterior: 8.36-9.29 sq.mt./litre/coat & 4.18-4.65 sq.mt./litre/2 coats (Actual coverage is dependent on the substrate condition
  Film Thickness
  surface porosity
  method of application).
 Finish: Smooth matt finish.
 Uses: Can be used on interior and exterior surfaces. 
 Note: For darker shades one or two additional coat recommended. Actual coverage of paints depends on porosity and substrate condition.",,Immediately return goods on delivery in case of any damages found.,3 Year Manufacturer Warranty,https://betterhomeapp.com/products/nippon-paint-atom-2-in-1-20l-multi-purpose-emulsion
nippon-paint-odour-less-aircare-20l-interior-wall-paint,Nippon Paint Odour-less Aircare Interior Wall Paint,Better Home,Uncategorized,Interior Wall Paint,"aggregate concrete sealer, asian paints wall colours, asian wall primer 10 ltr price, basf construction systems, bedroom wall texture design, berger cement primer 20 litre price, berger walmasta interior and exterior primer, berger water based primer, bitumen undercoating, black sealer, brick varnish, brick waterproofing, cement primer 1 litre price, cloud based construction takeoff, construction industry solutions ltd, construction problems and solutions, dr fixit tile joint filler, dulux duramax undercoat, dulux quick dry wood primer undercoat, dulux trade water based undercoat, exterior joint filler, exterior wall primer 20 ltr price, grout paint and sealer, heavy equipment rental management software, Home Decor, home painting design, house paint colour, Interior Wall Paint, Interior Wall Paints, lakshmi construction chemicals, lanolin car undercoating, markchem construction chemicals, masonry sealer paint, master builders concrete admixtures, mdf joint filler, nippon wall primer price, permatex 81730, permatex undercoating, por 15 fuel tank sealer, premolded bituminous joint filler, premolded expansion joint filler, ralston wall primer, rna primer in dna replication, road construction chemicals, smart build construction ltd, stone enhancer sealer, stone floor sealer, trucare primer, undercoating your vehicle, versaflex joint filler, vinyl sealer, waterproof undercoat, wood knot sealer",True,PAIN0018-24647797,0,2607,3342,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/894ddd91-1580-4720-85e9-41b8df99684c_Aircare-2017.png?v=1695240424,"NIPPON PAINT ODOURLESS AIR-CARE is an air purifying paint that contains active carbon technology which converts formaldehyde into water vapor
  bringing about the clean fresh air.
 It also has ultra-low VOC and no odour is anti-bacterial and possesses superior wash-ability.
 Additionally it does not contain lead and mercury
  it is ideal for eco-sensitive buildings.",Nippon Paint,"Anti-Formaldehyde & Active Carbon Technology
 Anti-Bacterial
 Near Zero VOC and Near Zero Odour
 Superior
  Washable & Scrub Resistance
 Purifies air
 Hygienic surroundings  safe for kids & elders
 Healthy interiors- home owners can settle in their houses immediately after painting. Prevents possibility of serious diseases in the long run
 Walls can be easily maintained and kept free of stains for long
 Uses: Can be used on interior walls
  ceiling
  hard and soft boards
 Finish:  Egg shell finish
 Coverage 9.94  11.98 sq.mt./litre/coat(Actual coverage is dependent on the substrate condition
  Film thickness
  surface porosity
  method of application).
 Dilution 10-20% by volume with clean
  potable water. Stir well before use. Gives the best performance when Nippon Paint Multi-purpose Wall Sealer is used as under coat.
 Absorbs the harmful formaldehyde from the air & converts it into water vapour
 Does not allow bacteria to breed and form colonies on the wall
 Does not emit harmful air polluting vapors & paint odour that cause eye irritation
  headache. Near-zero odour while painting and after
 Paint film can be washed with mild soap to get rid of stains and spots",,Immediately return goods on delivery in case of any damages found.,3 Years from the date of manufacture in original tightly  closed containers.,https://betterhomeapp.com/products/nippon-paint-odour-less-aircare-20l-interior-wall-paint
nippon-paint-spotless-nxt-20l-stain-repellent-emulsion,Nippon Paint Spotless Nxt 20L Stain Repellent Emulsion,Better Home,,Interior Wall Paint,"aggregate concrete sealer, asian paints wall colours, asian wall primer 10 ltr price, basf construction systems, bedroom wall texture design, berger cement primer 20 litre price, berger walmasta interior and exterior primer, berger water based primer, bitumen undercoating, black sealer, brick varnish, brick waterproofing, cement primer 1 litre price, cloud based construction takeoff, construction industry solutions ltd, construction problems and solutions, dr fixit tile joint filler, dulux duramax undercoat, dulux quick dry wood primer undercoat, dulux trade water based undercoat, exterior joint filler, exterior wall primer 20 ltr price, grout paint and sealer, heavy equipment rental management software, Home Decor, home painting design, house paint colour, Interior Wall Paint, Interior Wall Paints, lakshmi construction chemicals, lanolin car undercoating, markchem construction chemicals, masonry sealer paint, master builders concrete admixtures, mdf joint filler, nippon wall primer price, permatex 81730, permatex undercoating, por 15 fuel tank sealer, premolded bituminous joint filler, premolded expansion joint filler, ralston wall primer, rna primer in dna replication, road construction chemicals, smart build construction ltd, stone enhancer sealer, stone floor sealer, trucare primer, undercoating your vehicle, versaflex joint filler, vinyl sealer, waterproof undercoat, wood knot sealer",True,PAIN0015-24647716,0,10644,14145,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/c2efcb88-da4e-42c3-8e7d-f67b012e0d75_spotless_20nxt.jpg?v=1695240416,"NIPPON PAINT SPOT-LESS NXT is a specially-formulated acrylic emulsion paint that repels household stains such as tea
  coffee
  juices
  ink
  hand-prints
  and so forth.
 Our unique Swan-back technology makes it highly resistant to the penetration of water-borne stains and causes them to form beads.
 This beading effect guarantees stains dont stick and can be removed easily without damaging the paint.
 Nippon Paint Spot-less NXT is a high-quality paint that is suitable for bedrooms
  hallways
  living and dining rooms.
 Finish: Smooth sheen finish
 Uses: Can be used on interior walls
  ceilings and hard and soft boards.",Nippon Paint,"Swan-back Technology
 Stain Repellent
 Ultra Low VOC
 Stain-free clean walls resulting in a healthy environment
 Healthy interiors  ensures that homeowners can occupy the house immediately after painting
 Trouble-free cleaning of walls",,Immediately return goods on delivery in case of any damages found.,3 Years from the date of manufacture in origional tightly  closed containers,https://betterhomeapp.com/products/nippon-paint-spotless-nxt-20l-stain-repellent-emulsion
nippon-paint-matex-ez-wash-20l-washable-interior-emulsion,Nippon Paint Matex EZ Wash 20L Washable Interior Emulsion,Better Home,,Interior Wall Paint,"aggregate concrete sealer, asian paints wall colours, asian wall primer 10 ltr price, basf construction systems, bedroom wall texture design, berger cement primer 20 litre price, berger walmasta interior and exterior primer, berger water based primer, bitumen undercoating, black sealer, brick varnish, brick waterproofing, cement primer 1 litre price, cloud based construction takeoff, construction industry solutions ltd, construction problems and solutions, dr fixit tile joint filler, dulux duramax undercoat, dulux quick dry wood primer undercoat, dulux trade water based undercoat, exterior joint filler, exterior wall primer 20 ltr price, grout paint and sealer, heavy equipment rental management software, Home Decor, home painting design, house paint colour, Interior Wall Paint, Interior Wall Paints, lakshmi construction chemicals, lanolin car undercoating, markchem construction chemicals, masonry sealer paint, master builders concrete admixtures, mdf joint filler, nippon wall primer price, permatex 81730, permatex undercoating, por 15 fuel tank sealer, premolded bituminous joint filler, premolded expansion joint filler, ralston wall primer, rna primer in dna replication, road construction chemicals, smart build construction ltd, stone enhancer sealer, stone floor sealer, trucare primer, undercoating your vehicle, versaflex joint filler, vinyl sealer, waterproof undercoat, wood knot sealer",True,PAIN0011-24647629,0,7979,10242,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/44378612-d5c1-4d0d-bd5d-3e30f2bc3dbd_matex_20ez_20wash.jpg?v=1695240407,"Help your wall to fight back stains to maintain its glory by applying Nippons Matex EZ Wash washable interior emulsion.
 This excellent value for money emulsion is washable and high quality durable with silky and smooth finish. 
 This modified acrylic emulsion imparts superior multiple cleaning properties that gives you spotless interiors. 
 It resists fungal growth and gives fresh fragrance to interior environment.
 Finish: Pearl sheen
 Uses: Can be used on interior walls
  ceilings and hard & soft boards.",Nippon Paint,"Fragrance
 Washability
 Pearl sheen
 It reflects light even in low intesity lighting in rooms.
 It does not emit any odour during & after painting hence reducing the risk of any irritation
  headache or nausea etc.
 Makes the surface easier to clean
 Does not allow stain to settle on walls
 Gives rich luxurious look and feel to walls
 Healty interiors- ensure that home owners can occupy the house immediately after painting.
 Trouble free cleaning of the walls
 Stain free clean walls resulting in a healthy environment",,Immediately return goods on delivery in case of any damages found.,3 years from the date of manufacture in original;  tightly closed containers,https://betterhomeapp.com/products/nippon-paint-matex-ez-wash-20l-washable-interior-emulsion
nippon-paint-weatherbond-pro-20l-exterior-emulsion,Nippon Paint Weatherbond Pro 20L Exterior Emulsion,Better Home,,Exterior Wall Paint,"aggregate concrete sealer, asian paints wall colours, asian wall primer 10 ltr price, basf construction systems, bedroom wall texture design, berger cement primer 20 litre price, berger walmasta interior and exterior primer, berger water based primer, bitumen undercoating, black sealer, brick varnish, brick waterproofing, cement primer 1 litre price, cloud based construction takeoff, construction industry solutions ltd, construction problems and solutions, dr fixit tile joint filler, dulux duramax undercoat, dulux quick dry wood primer undercoat, dulux trade water based undercoat, exterior joint filler, Exterior Wall Paint, Exterior Wall Paints, exterior wall primer 20 ltr price, grout paint and sealer, heavy equipment rental management software, Home Decor, home painting design, house paint colour, lakshmi construction chemicals, lanolin car undercoating, markchem construction chemicals, masonry sealer paint, master builders concrete admixtures, mdf joint filler, nippon wall primer price, permatex 81730, permatex undercoating, por 15 fuel tank sealer, premolded bituminous joint filler, premolded expansion joint filler, ralston wall primer, rna primer in dna replication, road construction chemicals, smart build construction ltd, stone enhancer sealer, stone floor sealer, trucare primer, undercoating your vehicle, versaflex joint filler, vinyl sealer, waterproof undercoat, wood knot sealer",True,PAEX0006-24647287,0,12663,17500,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/76c40f04-33e0-4168-9779-641886c2ce8d_Group-11-2.png?v=1695240399,"Nippon Paint Weatherbond PRO is a high performance
  pure acrylic exterior painting system which offers outstanding protection for exterior surfaces
 The product also offers unique protection against water
  algal attack
  dust pick-up
  hairline crack
  efflorescence and extreme weather
 Weatherbond PRO base paint is an elastomeric paint with fibers which ensure high performance. Weatherbond PRO system provides effective waterproofing and anti-carbonation properties",Nippon Paint,"Dirt Pickup Resistant
 Superior Water Resistance
 Superior algal & fungal resistance
  Extreme Durability
 Weatherbond PRO Emulsion: 5.11-6.04 sq.mt/litre/2 coats
 Weatherbond PRO Basecoat: 2.79-3.25 sq.mt/litre/coat for both Repainting as well as fresh concrete.
 (Actual coverage is dependant on the substrate condition
  surface porosity
  method of application)
 Upto 20% by volume with clean
  potable water.
 Finish: Sheen
 Can be used on exterior walls",,Immediately return goods on delivery in case of any damages found.,Manufacturer Warranty: Performance warranty upto 15 years for (Colour Retention & Film Integrity) for vertical surfaces ; 10 years Waterproofing & Anti Algal Warranty;Please refer Warranty Card for further details,https://betterhomeapp.com/products/nippon-paint-weatherbond-pro-20l-exterior-emulsion
nippon-paint-breeze-20l-interior-emulsion,Nippon Paint Breeze 20L Interior Emulsion,Better Home,,Interior Wall Paint,"aggregate concrete sealer, asian paints wall colours, asian wall primer 10 ltr price, basf construction systems, bedroom wall texture design, berger cement primer 20 litre price, berger walmasta interior and exterior primer, berger water based primer, bitumen undercoating, black sealer, brick varnish, brick waterproofing, cement primer 1 litre price, cloud based construction takeoff, construction industry solutions ltd, construction problems and solutions, dr fixit tile joint filler, dulux duramax undercoat, dulux quick dry wood primer undercoat, dulux trade water based undercoat, exterior joint filler, exterior wall primer 20 ltr price, grout paint and sealer, heavy equipment rental management software, Home Decor, home painting design, house paint colour, Interior Wall Paint, Interior Wall Paints, lakshmi construction chemicals, lanolin car undercoating, markchem construction chemicals, masonry sealer paint, master builders concrete admixtures, mdf joint filler, nippon wall primer price, permatex 81730, permatex undercoating, por 15 fuel tank sealer, premolded bituminous joint filler, premolded expansion joint filler, ralston wall primer, rna primer in dna replication, road construction chemicals, smart build construction ltd, stone enhancer sealer, stone floor sealer, trucare primer, undercoating your vehicle, versaflex joint filler, vinyl sealer, waterproof undercoat, wood knot sealer",True,PAIN0004-24644117,0,3344,4180,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/46e35fe6-f389-4910-86d5-ad46ad99516f_breeze.jpg?v=1695240386,"NIPPON PAINT BREEZE is an economy interior emulsion that provides a smooth finish.
 It contains low VOC and is odorless.
 It delivers an exceptional by covering any strain or spot on wall surface.",Nippon Paint,"Smooth Finish
 Low VOC
 Excellent Hiding
 The paint spreads evenly across the surface of the wall
 Healthy Interior  ensures that home owners can occupy the house immediately after painting
 Gives a luxurious look and blemish free finish to the walls
 FINISH: Smooth matt finish
 USES: Can be used on interior walls
 The paint spreads evenly across the surface of the wall
 Doesnot emit any odor during and after painting hence reducing any health risk
 Effectively hide any kind of stains/spots or defects on the wall",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/nippon-paint-breeze-20l-interior-emulsion
asian-paints-smartcare-damp-proof-waterproofing-solution,Asian Paints SmartCare Damp Proof Waterproofing Solution,Better Home,,Waterproofing,"asian wall primer 10 ltr price, beige spray paint for metal, berger cement primer 20 litre price, berger walmasta interior and exterior primer, best clear coat for kitchen table, bitumen undercoating, black paint for metal railings, candy apple red with gold flake, cement primer 1 litre price, coating for steel to prevent rust, copper gold spray paint, dark gray paint, distressed wood furniture, dulux quick dry wood primer undercoat, dulux trade water based undercoat, electrolytic chromium coated steel, electrolytic zinc coating, epoxy clear coat for wood, epoxy paint for exterior wood, grey wood floor paint, Home Decor, jotun metal paint, krylon copper spray paint, lanolin car undercoating, matte silver paint, nippon wall primer price, oil based paint, paint net, painting over galvanized steel, painting over zinc plating, polyurethane coatings for metal surfaces, polyurethane spray paint for metal, ralston wall primer, red epoxy paint for metal, rna primer in dna replication, sage green spray paint for metal, silver gloss paint, silver grey spray paint, silver metal flake, stain over chalk paint, stucco paint, sublimation paint for wood, teak epoxy, undercoating your vehicle, uv resistant paint for wood, wall stickering, water resistant coating for wood, waterproof undercoat, Waterproofing, Waterproofing Solution, wood knot sealer, zinc paint over rust, zinc wall paint price",True,PAWA0053-24661445,0,1263,1622,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/af343830-e368-4a5f-b1f3-7598ace3fc7b_Asian_20paint.webp?v=1695240376,"Asian Paints SmartCare Damp Proof is a fiber reinforced elastomeric liquid applied water proofing membrane
 It is formulated with select elastomeric and resilient acrylic polymers and reinforcing polyester fibers
 Upon curing
  it forms a thick
  seamless
  durable membrane thus offering ultimate waterproofing",Asian Paints,"Waterproofing protection of up to 7 bars of positive hydrostatic pressure
 Crack bridging Unmatched crack bridging ability due to elastomeric properties
 Mechanical strength Reinforced with glass fibers for superior abrasion resistance
 Adhesion Strong adhesion to masonry substrates
 Provides surface temperature reduction up to 10C. This property is applicable for terraces and only for white shade
 Colours Available: White
 Coverage: Horizontal Surface 0.93 Sq. mtr/Ltr
 Vertical Surface Fresh painting: 2.32 Sq. mtr/Ltr Re-painting: 2.79  3.25 sq. mtr/ltr
 Form: Ready to use viscous liquid",,Immediately return goods on delivery in case of any damages found.,Manufacturer warranty of 8 years Waterproofing on Terraces and up to 8 Years on vertical surfaces,https://betterhomeapp.com/products/asian-paints-smartcare-damp-proof-waterproofing-solution
nippon-paint-walltron-hydroshield-dampproof,Nippon Paint Walltron Hydroshield Dampproof,Better Home,,Waterproofing,"Construction Chemicals, Construction Solution, Construction Solutions, Home Decor",True,PACO0008-24564392,0,6053,8243,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/53812eab-69b1-4f35-9ad9-4a50b87c375a_tinywow_a1be2767-0419-4633-bfa2-41190360a630_8_31269461.webp?v=1695240366,"Walltron Hydroshield Dampproof is fibre reinforced elastomeric coating used for Waterproofing
  It forms a thick elastic film which covers cracks and blocks water and thus offering excellent waterproofing",Nippon Paint,"The emulsion forms films with high DFT which gives excellent waterproofing
 The elastomeric coating forms films which can bridge cracks upto 1-2 mm
 Coating has excellent adhesion to masonry surfaces
 The coating can be applied directly without any dilution and very easily can be applied by either brushing or rolling
 The elastomeric fiber reinforced coating has excellent mechanical properties
 The toughness helps to withstand the driving rain
 The elastomeric coating endures stresses developed due to thermal contraction and expansion of concrete
 The coating has good anti-algal as well as antifungal property
 To be applied on all types of exterior walls
  concrete or plastered surface
  terraces
  parapet and balconies",,Immediately return goods on delivery in case of any damages found.,Manufacture warranty with a shelf life of 3 Year from the date of manufacture in original tightly closed container,https://betterhomeapp.com/products/nippon-paint-walltron-hydroshield-dampproof
ozone-ogh-554-ed-20x40x400-sss-glass-door-handle,Ozone OGH-554-ED-20x40x400 SSS Glass Door Handle,Better Home,,Door Handle,"Glass Fittings, Home Decor",True,HADO0506-24792998,0,2591,3721,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/d24f5864-34e5-4f4c-a0b1-dd17da703077_Large_20_6.jpg?v=1695240323,"Rectangular section Pull Handle With Back to Back installation on Glass/Wooden/Metals Doors.
 In case of Wooden Exteneded Spindle would be provided on request.
 Gaskets to prevent the contact between glass and metal.",Ozone,"Two sizes to choose from: OGH-554-ED-20x40x400 and OGH-554-ED-20x40x800
 Material:-Stainless Steel Grade 304
 Finish: SSS",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/ozone-ogh-554-ed-20x40x400-sss-glass-door-handle
ozone-glass-fitting-fs-8400-door-fittings,Ozone Glass Fitting  FS  8400 Door Fittings,Better Home,,Glass Fitting,Home Decor,True,HAGL0117-24791862,0,1589,2317,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8252e0e7-135a-466b-af96-fd35bde29954_Top_20Patch.jpg?v=1695240311,"OPF-2 STD SSS - Top Patch: 
 Variable pivot point of 55 or 65mm
 With SS 304 cover
 Cover secured with small L key
 Base material Casting:-Aluminium alloy
 Finish: SSS
 OPF-3 STD SSS - Bottom Patch:
 Variable pivot point of 55 or 65mm
 Compatible with Ozone Floor Spring FS7400
  FS8400
  FS9400
  FS10400 and FS11400
 With SS 304 cover
 Cover secured with small L key
 Base Material Casting:-Aluminium Alloy
 Finish: SSS
 OPL-1 STD SS : Corner Patch Lock with Strike Plate: 
 With a euro profile cylinder and strike plate
 Dead bolt projection of 15mm (single throw)
 Three high security computer keys
 Master key can be possible on request-MRP WOULD BE CHANGE AS PER ACTUAL
 With SS 304 cover
 Cover secured with small L key
 Base Material Casting:-Aluminium Alloy
 OFS-ACC-GDP SSS - Top Pivot for Patch/Point Fitting Doors:
 Top pivot with 15mm diameter pin
 Wear resistant SS 304 pivot pin
 Pivot held in overhead structure
 Material:-Stainless Steel Grade-304
 FS-8400-S STD STD - Floor Spring:
 Super Spring Double Cylinder Floor Spring
  80kg wt. capacity
  EN 3
 Maximum door weight 80Kg.
 Maximum door width 950mm
 Closing speed : 130-10
 Final closing speed : 10-0
 Hold Open (standard): 90 hold open
 Weight of floor spring approx : 6kg
 Installation dimension: Length-306mm
  Width-108mm
  Height-40mm",Ozone,,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/ozone-glass-fitting-fs-8400-door-fittings
